"number","title","pageid","namespace","length","touched"
"1002","Cultural_influence_of_Plato's_Republic","10400318","","7113","20170309203639"
"1003","Lambda_Iota_Tau","10540804","","6943","20170309210610"
"1004","O_Street","10685829","","11753","20170101203812"
"1005","Scar_literature","10695510","","6289","20170309212954"
"1006","Transliteracy","10728448","","7243","20170309213413"
"1007","New_Issues_Poetry_&_Prose","10745787","","4348","20170309213755"
"1008","My_Uncle_Silas","10763010","","3729","20170309213815"
"1009","Organic_unity","10862494","","1760","20161231042901"
"1010","Tuck_Underbank","10955136","","3120","20170120020959"
"1011","Adaptations_of_Anna_Karenina","11012318","","9676","20170309221609"
"1012","Script_Frenzy","11045627","","4461","20170220180355"
"1013","William_Blake_in_popular_culture","11133254","","17323","20170306211210"
"1014","Sentimentalism_(literature)","11150813","","8529","20161231043230"
"1015","List_of_New_Testament_uncials","11163970","","67198","20170304214135"
"1016","Table_of_years_in_literature","11166359","","16677","20170309223053"
"1017","Dream_world_(plot_device)","11169494","","15610","20170219024510"
"1018","Revisionism_(fictional)","11181082","","1125","20170120184955"
"1019","Ellipsis_(narrative_device)","11194262","","3671","20170113134529"
"1020","Umbrella_title","11199842","","7105","20151011102900"
"1021","List_of_New_Testament_minuscules_(1–1000)","11235120","","137314","20170302165325"
"1022","Western_Lombard_literature","11306407","","12641","20170309224200"
"1023","Exile_Editions","11356481","","899","20170120185141"
"1024","Alliance_of_Literary_Societies","11365564","","1221","20170127142801"
"1025","The_100_Most_Influential_Books_Ever_Written","11404312","","1627","20170101204044"
"1026","Classification_(literature)","11414331","","542","20170226124624"
"1027","Collaborative_poetry","11435901","","8753","20161231043551"
"1028","Reynevan","11470817","","1880","20170304221103"
"1029","Western_Lombard_writers","11505025","","288","20170309230045"
"1030","Book_League_of_America","11596223","","21361","20170309143041"
"1031","Book_fair","11607917","","125","20170307173013"
"1032","Pacific_War_series","11624022","","22534","20170309231542"
"1033","Pure_alexia","11630765","","16924","20170309231728"
"1034","Milkweed_Editions","11637649","","7483","20170226193303"
"1035","TSAR_Publications","11648369","","1657","20161118090311"
"1036","Battal_Gazi","11702500","","8675","20170309232634"
"1037","Artificial_intelligence_in_fiction","11746227","","56068","20170310145535"
"1038","Misery_lit","11780897","","8814","20170219131343"
"1039","Book_rental_service","11786241","","4335","20161231043933"
"1040","Novel_of_manners","11848016","","9036","20170217172133"
"1041","Riptide_(novel)","11854430","","6312","20170309234542"
"1042","Interactive_web_stories","11869140","","455","20170120185812"
"1043","Reciprocal_teaching","11876633","","22657","20170112000707"
"1044","Epistolography","11888429","","2312","20170214160309"
"1045","La_Jeune_Belgique","11949895","","2229","20170120185910"
"1046","Dragon_Harper","11969178","","3370","20170309235639"
"1047","Maldivian_literature","12065261","","1116","20170120190005"
"1048","Calyx_(magazine)","12090036","","2061","20170310000639"
"1049","Bancroft_Literary_Association_and_Carrollton-Wight_Literary_Society","12111499","","18643","20170310002255"
"1050","Workman_Publishing_Company","12126806","","6528","20170304060859"
"1051","Fox_on_the_Rhine","12133961","","8776","20170101204300"
"1052","International_Dyslexia_Association","12161724","","11993","20170310002914"
"1053","Verse_(poetry)","12236006","","1883","20170310000140"
"1054","Onirism","12277461","","3274","20141128191407"
"1055","Houghton_Library","12297557","","6872","20170310122601"
"1056","Historical_romance","12348739","","46633","20170310005050"
"1057","Switcheroo","12370255","","2817","20170301073857"
"1058","Fellowship_of_Australian_Writers","12394910","","6602","20160513021920"
"1059","Windhaven","12412992","","10553","20170310005521"
"1060","Skullion","12415828","","6412","20170310005526"
"1061","Timeline_of_early_Estonian_publications","12420909","","2112","20170120190756"
"1062","Joseph_Spence_(author)","12449375","","9214","20170310005942"
"1063","Metacomprehension","12469018","","383","20170120190907"
"1064","English_script_(calligraphy)","12527238","","816","20170120191111"
"1065","Extant_literature","12529118","","574","20170120191112"
"1066","List_of_literary_societies","12555868","","4315","20170204082801"
"1067","Timeline_of_Mary_Wollstonecraft","12589061","","40119","20170310012611"
"1068","Iphthime","12659111","","1294","20170304233300"
"1069","Royal_Institution_of_South_Wales","12676841","","1391","20170302142353"
"1070","Sukh-Shari","12676913","","710","20170120191422"
"1071","Intersection_for_the_Arts_Literary_Series","12696733","","4305","20170223175142"
"1072","Serial_(literature)","12749679","","15563","20170310124754"
"1073","Arte_Público_Press","12769533","","2341","20170226193304"
"1074","America's_Children's_Museum_on_Wheels:_StoryBus","12781630","","1625","20170310014028"
"1075","Conduct_book","12787913","","1016","20170205054003"
"1076","Origin_myth","12797709","","15100","20170310014113"
"1077","Kishōtenketsu","12854042","","3939","20170310014635"
"1078","InterWorld","12916365","","11162","20170310015050"
"1079","List_of_books_about_Oxford","12965171","","9246","20160908205908"
"1080","Jacobin_novel","13014658","","8318","20161125064553"
"1081","Memoirs_of_Martinus_Scriblerus","13033652","","557","20170310015954"
"1082","Slow_reading","13063808","","8411","20170228034727"
"1083","Minimalism_(technical_communication)","13064721","","3473","20170228231223"
"1084","Narreme","13097936","","2759","20160706044320"
"1085","The_Feminist_Press","13110567","","17855","20170226193304"
"1086","Writer_invariant","13125238","","3033","20170120193520"
"1087","Sindhi_Adabi_Board","13216905","","6447","20170310021911"
"1088","Bibliography_of_Halloween","13249028","","7866","20170310022300"
"1089","Christmas_in_literature","13249193","","2379","20160929170422"
"1090","Fiction-writing_mode","13381953","","13554","20170310023101"
"1091","Atalia","13405178","","3210","20170307151417"
"1092","Crotonia_(literary_society)","13435328","","2646","20161231045955"
"1093","Angolan_literature","13456375","","2994","20170310023800"
"1094","John_Sinclair_(German_fiction)","13470686","","10127","20170310023900"
"1095","Superhero_fiction","13482953","","47304","20170310145616"
"1096","Ellery_Queen_(house_name)","13496704","","5620","20161216235801"
"1097","Benin_literature","13499700","","868","20170310024159"
"1098","Chadian_literature","13500074","","1447","20170310024159"
"1099","Homeric_simile","13546711","","3488","20170222002927"
"1100","Anonymous_work","13557443","","2474","20170223094633"
"1101","John_Hay_Library","13560840","","9689","20170310024653"
"1102","Centre_for_Research_in_the_Arts,_Social_Sciences,_and_Humanities","13572669","","12691","20170310024852"
"1103","Thunderhead_(novel)","13592570","","3714","20170310025012"
"1104","Arts_and_letters","13601902","","2142","20170301075036"
"1105","Museum_of_Modern_Literature","13605212","","2945","20170310025028"
"1106","Comedy_of_menace","13607556","","27083","20170310025050"
"1107","Premier's_Reading_Challenge","13611524","","5085","20160131084527"
"1108","Closet_screenplay","13644493","","13889","20161231050245"
"1109","Beyond_the_Fall_of_Night","13658325","","2429","20170310025528"
"1110","Review_article","13666328","","3631","20170302214333"
"1111","Battered_Silicon_Dispatch_Box","13686528","","1516","20161231050309"
"1112","Paradox_(literature)","13696101","","9882","20170217032850"
"1113","Fabula_and_syuzhet","13756994","","9380","20170305005838"
"1114","Metaphoric_criticism","13766578","","5886","20160923235532"
"1115","Line_break_(poetry)","13791185","","6802","20161231050457"
"1116","The_Wheel_of_Darkness","13807214","","6432","20170310031036"
"1117","The_Ice_Limit","13857268","","14529","20170310031400"
"1118","Verisimilitude_(fiction)","13878013","","6729","20170305010538"
"1119","Aloysius_Pendergast","13891473","","26252","20170310031713"
"1120","Center_for_Research,_Evaluation_and_Awareness_of_Dyslexia","13904064","","13031","20170310031925"
"1121","The_Literary_Society","13955530","","3680","20160327175044"
"1122","Bath_Royal_Literary_and_Scientific_Institution","13963052","","10776","20170221230419"
"1123","Tarpaulin_Sky_Press","14087147","","3883","20151101120839"
"1124","List_of_fictional_literature_featuring_opera","14250014","","17260","20170116043526"
"1125","Darvand","14251520","","1520","20170120212232"
"1126","Geralt_of_Rivia","14276148","","6616","20170310035306"
"1127","Renfrew_of_the_Royal_Mounted","14329282","","5269","20161127021335"
"1128","Timeline_of_Jane_Austen","14339252","","57965","20170310040337"
"1129","Oral-formulaic_composition","14353662","","4983","20161120203455"
"1130","Theophilus_Thistle","14370537","","2511","20170120212711"
"1131","The_Brownies","14421523","","6007","20170310041101"
"1132","The_Invasion_of_1910","14462576","","6934","20170306110132"
"1133","Kusazōshi","14508517","","4538","20170310041614"
"1134","Open_text","14595954","","1176","20170120213632"
"1135","Latin_American_Literary_Review_Press","14638284","","4794","20170302093652"
"1136","List_of_literary_works_by_number_of_translations","14693183","","36588","20170304175331"
"1137","Versions_of_Ramayana","14698095","","20212","20170310043519"
"1138","Oceanian_literature","14712129","","3928","20170310043605"
"1139","Psyché_(play)","14964055","","10818","20170310050147"
"1140","Coh-Metrix","14966101","","2273","20161121221152"
"1141","Backwards_episode","15021638","","1435","20170120023011"
"1142","Chawton_House_Library","15021958","","7506","20170310050543"
"1143","Neo-Aristotelianism_(rhetorical_criticism)","15044726","","4744","20170223223008"
"1144","OSS_117","15049696","","7409","20170310050825"
"1145","Gourmet_Museum_and_Library","15059260","","5605","20170305022050"
"1146","Amalgamation_(fiction)","15165228","","4338","20170301082843"
"1147","Opening_narration","15185735","","345","20170120225054"
"1148","Nivola","15208915","","6930","20160925213925"
"1149","Literature_of_the_Five_Mountains","15304302","","4171","20170310052441"
"1150","Heptalogy","15330098","","9184","20170310052744"
"1151","Sortes_Homericae","15342596","","1631","20170310120056"
"1152","Aliteracy","15348203","","7741","20170310052917"
"1153","Class_S_(genre)","15374729","","7854","20170310053054"
"1154","Pakistan_Academy_of_Letters","15720518","","6048","20170121022720"
"1155","Académie_Mallarmé","15738693","","1775","20170121022925"
"1156","Pragatisheela","15742378","","853","20170305031101"
"1157","Learning_to_read","15865449","","49468","20170310072315"
"1158","Motif_(narrative)","15870439","","5875","20170310072557"
"1159","Futurism_(literature)","15944015","","15297","20170127125416"
"1160","Warren_Wilson_College_MFA_Program_for_Writers","16008707","","4652","20160803230301"
"1161","Fashionable_novel","16045112","","4310","20170311034123"
"1162","Belladonna_Series","16049538","","16859","20161231053423"
"1163","Proverbial_phrase","16060451","","1872","20170205055723"
"1164","Cemetery_Dance_(novel)","16072612","","3421","20170310081903"
"1165","Documentary_practice","16078207","","20097","20161231053442"
"1166","Bed_trick","16082982","","7562","20170310082107"
"1167","The_Tortoise_and_the_Birds","16086196","","16235","20170310082153"
"1168","Mind_monkey","16162581","","36000","20170310083055"
"1169","Rome_wasn't_built_in_a_day","16177382","","1830","20170301083911"
"1170","The_Monster_of_Florence:_A_True_Story","16233557","","3791","20170310083918"
"1171","Balanced_sentence","16249324","","1344","20170310084322"
"1172","Imaginary_voyage","16254860","","3913","20170120192108"
"1173","European_Society_for_the_Study_of_English","16255479","","6088","20170120023319"
"1174","Illegitimacy_in_fiction","16319545","","30686","20170310213212"
"1175","Working_Class_Studies_Association","16335898","","1089","20170224060106"
"1176","Megatext","16414153","","754","20170121035848"
"1177","List_of_best-selling_fiction_authors","16746376","","52759","20170306115709"
"1178","Epigraphical_Museum","16811687","","2920","20170310101753"
"1179","Nikos_Kazantzakis_Museum","16812405","","937","20170208021447"
"1180","Papadiamantis_House_Museum","16813059","","1425","20170208021903"
"1181","Poetics_and_Linguistics_Association","16823213","","4315","20170104113250"
"1182","Histoires_tragiques","16831048","","1822","20170121041259"
"1183","List_of_English-language_literary_presses","16980309","","1935","20170205204302"
"1184","Bijbels_Museum","17023940","","8147","20170310104156"
"1185","Fictional_portrayals_of_psychopaths","17046772","","29277","20170310104600"
"1186","Codex_Writers_Group","17057983","","4405","20170310104629"
"1187","Excursus","17104148","","1518","20170121041945"
"1188","Silva_rerum","17116069","","4226","20170211133604"
"1189","Mythos_(Aristotle)","17186338","","7366","20170309012006"
"1190","Fixed_verse","17199866","","6793","20160704175125"
"1191","Greguería","17230710","","1830","20170121042446"
"1192","Society_for_French_Studies","17375103","","3159","20170306071533"
"1193","Whitechapel_Boys","17375358","","2874","20170121043010"
"1194","Lexis_(Aristotle)","17406217","","10392","20160125183523"
"1195","Society_for_the_Scientific_Study_of_Reading","17533266","","780","20170311024013"
"1196","Deep_dyslexia","17556423","","27611","20170310114336"
"1197","Sociology_of_literature","17569583","","29284","20170310000140"
"1198","Cozy_mystery","17574524","","11422","20170310114649"
"1199","Analytical_phonics","17681439","","4580","20170311040148"
"1200","Landay_(poetry)","17689840","","2608","20170217154859"
"1201","TomFolio.com","17696226","","1980","20170121043823"
"1202","Dominican_Republic_literature","17713325","","3429","20170310120007"
"1203","Max_Carrados","17858805","","8508","20170201014401"
"1204","Elegiac_comedy","17966467","","6113","20170219102756"
"1205","Bhashya","17968861","","5404","20161124074000"
"1206","Museum_of_Papermaking_in_Duszniki-Zdrój","17972671","","5406","20170310121739"
"1207","The_Pen_League","18019880","","5139","20170305060316"
"1208","Castalian_Band","18058077","","14167","20170310122333"
"1209","Punjabi_literature","18292100","","10778","20170310123151"
"1210","Escape_from_Hell_(novel)","18304885","","4338","20170301090612"
"1211","Venetian_literature","18313999","","4893","20170310123308"
"1212","Authoritarian_literature","18400732","","4796","20161231060054"
"1213","Turkey_City_Writer's_Workshop","18450143","","4374","20170310124039"
"1214","Indian_chick_lit","18486818","","2913","20170222052712"
"1215","Reading_(process)","18581264","","44416","20170310125011"
"1216","Casa_dos_Bicos","18588143","","14202","20170307011451"
"1217","Círculo_Literario_Xibalbá","18605764","","1227","20170121045934"
"1218","Coteau_Books","18664272","","3023","20170310125700"
"1219","List_of_short_fiction_made_into_feature_films","18720798","","38013","20170305070100"
"1220","Medical_fiction","18754247","","977","20170202133949"
"1221","Folly_(allegory)","18803726","","1463","20170305070657"
"1222","Psittacism","18908296","","2059","20161119010900"
"1223","British_Library","18934361","","54901","20170310132905"
"1224","Shared_universe","18934997","","39837","20170310143000"
"1225","Three-act_structure","18945331","","3385","20170304062908"
"1226","Legendary_material_in_Christian_hagiography","18946276","","12935","20170227105221"
"1227","Cautionary_tale","18952359","","6281","20170219151052"
"1228","Literature","18963870","","49004","20170310133118"
"1229","English_studies","18974570","","16164","20170310133229"
"1230","Writer's_Market","18980436","","2478","20170304062908"
"1231","Central_conceit","19024647","","1176","20170121050441"
"1232","Level_of_detail_(writing)","19083749","","5516","20161231060832"
"1233","Confidence_tricks_in_literature","19181776","","5158","20170310134348"
"1234","Domestic_realism","19284595","","2946","20160116192726"
"1235","Clorinda_(Jerusalem_Delivered)","19332508","","1444","20170310134920"
"1236","Swedish_Crime_Writers'_Academy","19345515","","1105","20170121050644"
"1237","Instructions_of_Shuruppak","19412159","","5799","20170111090337"
"1238","Reflective_writing","19417078","","1082","20170125105957"
"1239","United_Agents","19437501","","4421","20170126100025"
"1240","International_Association_for_Philosophy_and_Literature","19518543","","6658","20170120023751"
"1241","Directed_listening_and_thinking_activity","19522141","","5874","20140928060709"
"1242","Aurora_Society","19571909","","1861","20170208080125"
"1243","Alien_space_bats","19695112","","8318","20170224020315"
"1244","Description","19759799","","4893","20170310140547"
"1245","Whitehall_farce","19810565","","7393","20170223123900"
"1246","UNESCO_Institute_for_Lifelong_Learning","19905212","","5146","20170131230245"
"1247","Gotham_Writers'_Workshop","20063297","","6270","20170307074733"
"1248","Comics_in_education","20079665","","8125","20170206095850"
"1249","Varsity_novel","20156563","","553","20170121051141"
"1250","Characterization","20177296","","9487","20170310201528"
"1251","A_House_is_Built","20180569","","2658","20170121051147"
"1252","Thorbjørn_Egners_lesebøker","20372326","","3203","20170206104824"
"1253","Lab_lit","20382632","","6149","20170227092441"
"1254","Dual_narrative","20395887","","748","20161231063633"
"1255","Fianshruth","20411588","","5571","20170121051300"
"1256","Crescent_Moon_Society","20436673","","2326","20170127041038"
"1257","World_War_II_in_popular_culture","20495984","","24644","20170310150532"
"1258","World_War_I_in_popular_culture","20496071","","35390","20170302191940"
"1259","Poster","20557129","","26689","20170310201613"
"1260","Juggler_of_Worlds","20574474","","2569","20170310151757"
"1261","Line_(poetry)","20649523","","7386","20170310132135"
"1262","Aude_(character)","20666403","","938","20170310152955"
"1263","Tecosca_Cormaic","20682563","","1476","20170121051418"
"1264","List_of_years_in_Australian_literature","20704318","","40796","20170310220820"
"1265","826_Valencia","20723528","","10502","20170310154109"
"1266","Short_story_cycle","20734598","","9204","20170204142311"
"1267","Habent_sua_fata_libelli","20758238","","2228","20170121051444"
"1268","Dystopia","20785969","","31511","20170310154750"
"1269","Rare_Book_&_Manuscript_Library","20820076","","7209","20170208090007"
"1270","Cross-dressing_in_literature","20842947","","9365","20161213155926"
"1271","Water_Forest_Press_Publishing","20896907","","3485","20170121051528"
"1272","Samfundet_De_Nio","20902010","","9747","20170306135300"
"1273","Dickens_Fellowship","20916050","","2946","20170212121429"
"1274","Popular_history","20959122","","4010","20170121051554"
"1275","Narrative_designer","21008177","","1661","20170110074207"
"1276","Literary_particularism","21084521","","611","20170310160944"
"1277","Iraqi_literature","21133364","","1710","20170310161127"
"1278","Lilly_Library","21212370","","9022","20170310161459"
"1279","Colloquies","21218053","","1798","20170310161503"
"1280","Clarion_West_Writers_Workshop","21228525","","8584","20170310161515"
"1281","List_of_metonyms","21299438","","30658","20170310173015"
"1282","Prehistoric_fiction","21408584","","2141","20170206090649"
"1283","Indie_literature","21424551","","547","20170221163154"
"1284","Cacography","21499519","","1899","20170121052009"
"1285","Extensive_reading","21533922","","18729","20170309012344"
"1286","Lyrikline.org","21543944","","2447","20161231070603"
"1287","Literary_Death_Match","21661552","","41376","20161231070802"
"1288","World_Book_Day_(UK_and_Ireland)","21743408","","5126","20170307150705"
"1289","City_of_Literature","21755570","","3949","20170124224526"
"1290","List_of_Wuthering_Heights_references","21783047","","18398","20170310171734"
"1291","Champu","21841197","","3693","20170310014809"
"1292","Beyond_Baroque_Literary_Arts_Center","21848311","","6149","20170219123922"
"1293","Oral_storytelling","21938624","","8381","20170306181008"
"1294","Zetosophian_society","22029414","","1645","20170121052434"
"1295","Játvarðar_Saga","22060629","","3211","20170121052444"
"1296","Gawęda","22061169","","2952","20170310173909"
"1297","The_Loft_Literary_Center","22152598","","15928","20170304063257"
"1298","Post_literacy","22154031","","4781","20170310174135"
"1299","Maltese_Falcon_Society","22210088","","7039","20170310201905"
"1300","Langston_Hughes_Society","22231742","","2021","20170225020132"
"1301","Panamanian_literature","22262087","","13603","20170310174323"
"1302","Société_des_anciens_textes_français","22381550","","25764","20170219125311"
"1303","Readergirlz","22383809","","6028","20170207012519"
"1304","Honduran_literature","22392727","","2359","20170310174917"
"1305","Bolivian_literature","22394291","","2379","20170310174917"
"1306","Senegalese_literature","22438414","","1420","20170310175035"
"1307","Stonecoast_MFA_Program_in_Creative_Writing","22520172","","8390","20170310175425"
"1308","Hook_(filmmaking)","22524591","","1805","20170310175446"
"1309","Papua_New_Guinean_literature","22547257","","1472","20170310175538"
"1310","Fijian_literature","22547480","","2558","20170310175538"
"1311","Cook_Islands_literature","22547657","","1645","20170310175538"
"1312","Niuean_literature","22547720","","755","20170310175538"
"1313","Samoan_literature","22547964","","3952","20170310175538"
"1314","Tongan_literature","22550575","","947","20170310175547"
"1315","Solomon_Islands_literature","22550883","","1833","20170310175547"
"1316","Lovable_rogue","22590889","","5713","20170310175638"
"1317","Liebestod","22599224","","4562","20170310175641"
"1318","Pink_Decade","22599748","","1377","20170121053036"
"1319","Lectio_brevior","22716626","","998","20170121053228"
"1320","Type_scene","22733383","","2249","20170121053248"
"1321","The_Serapion_Brethren","22764076","","6229","20170310180131"
"1322","TV_Tropes","22834191","","20669","20170307164852"
"1323","Sarabande_Books","22837790","","7051","20170228064437"
"1324","Children's_Literature_Association","22842218","","10583","20170310201951"
"1325","Tange_Sazen","22871813","","4620","20170121053418"
"1326","Noël_Coward_Society","23012792","","2734","20170306051308"
"1327","Dyslexia_research","23033439","","8951","20170310181126"
"1328","The_Strain","23034356","","33823","20170310181126"
"1329","Click_(novel)","23088082","","2923","20170101224604"
"1330","Literary_cycle","23147760","","424","20170121053627"
"1331","The_Masque_of_the_Red_Death_in_popular_culture","23168763","","16703","20170310181638"
"1332","International_Novi_Sad_Literature_Festival","23180475","","5822","20170227040842"
"1333","Waṣf","23190422","","3360","20170121053702"
"1334","Tupelo_Press","23204827","","6641","20170226200037"
"1335","New_Italian_Epic","23256459","","25023","20160705100358"
"1336","Stiftung_Lesen","23264998","","5654","20170121053854"
"1337","Occasional_poetry","23278182","","6006","20170228205403"
"1338","List_of_writing_genres","23299133","","16711","20170310182313"
"1339","Minisaga","23351596","","2497","20170204074629"
"1340","World_Oral_Literature_Project","23364375","","10365","20161213134609"
"1341","Ranting_poet","23398757","","157","20161216043946"
"1342","Minced_oaths_in_media","23407994","","21247","20170301204244"
"1343","Kisfaludy_Society","23433653","","2741","20170310182903"
"1344","Initial_sound_table","23456179","","5990","20170120024100"
"1345","Infinite_Summer","23473615","","3776","20170204081022"
"1346","History_of_theatre","23477542","","94861","20170310183208"
"1347","Vojtěch_Kučera","23508807","","1400","20170310183307"
"1348","Jasmuiža_Manor","23527442","","2120","20170310183438"
"1349","Young_Adult_Romance_Literature","23631981","","6353","20170120024120"
"1350","Screen_reading","23633964","","11671","20170225123828"
"1351","De_Bezige_Bij","23658635","","8014","20170209141432"
"1352","Language_and_Human_Nature","23680442","","1438","20170121055243"
"1353","Destroyer_of_Worlds_(novel)","23776588","","2132","20170310184705"
"1354","Fritz_Reuter_Literary_Archive","23821222","","3922","20170120024128"
"1355","Reading_span_task","23864677","","4700","20161128233341"
"1356","Grey_Literature_Network_Service","24029666","","19386","20170304064114"
"1357","Grey_Literature_International_Steering_Committee","24029782","","19921","20160818164159"
"1358","OpenSIGLE","24029908","","11312","20161231081022"
"1359","System_for_Information_on_Grey_Literature_in_Europe","24030426","","11345","20160401134727"
"1360","European_Association_for_Grey_Literature_Exploitation","24030866","","9187","20160401134727"
"1361","Göttinger_Hainbund","24088730","","8341","20170219135031"
"1362","Mind_the_Gap_(novel)","24221558","","1108","20170121062813"
"1363","Stephen_King_works_related_to_The_Dark_Tower_series","24226284","","17180","20170310191637"
"1364","Skaz","24238994","","4780","20170305190746"
"1365","Women_in_German","24249679","","6303","20161231081451"
"1366","Text_(literary_theory)","24257705","","3895","20170310191705"
"1367","Grunge_lit","24285480","","6155","20170306204016"
"1368","Miron_Grindea","24324789","","6883","20170310192402"
"1369","Sports_novel","24353158","","294","20170121063026"
"1370","Hartlib_Circle","24421581","","12419","20161222193543"
"1371","Hotel_Castelar","24422705","","1717","20170208194217"
"1372","Tabaqat","24431027","","928","20170121063332"
"1373","List_of_narrative_forms","24439373","","3570","20170310193253"
"1374","Rapid_automatized_naming","24488251","","20028","20170310193439"
"1375","Uysal–Walker_Archive_of_Turkish_Oral_Narrative","24500711","","1650","20170310193505"
"1376","Two_Dollar_Radio","24555101","","11358","20170226200037"
"1377","État_second","24587014","","1091","20170104010613"
"1378","Empirical_study_of_literature","24616694","","6208","20170308173032"
"1379","Dramatica_(software)","24633353","","5335","20170117105441"
"1380","Viable_Paradise","24644341","","2427","20170224072352"
"1381","Climate_change_in_literature","24677157","","126","20170310101306"
"1382","Murasaki_(novel)","24784913","","16998","20170217132003"
"1383","Subliterature","24991288","","1141","20170121064601"
"1384","Assemblage_(composition)","25102839","","11480","20170310200531"
"1385","Comics_studies","25151891","","21964","20170208020944"
"1386","Opening_sentence","25231955","","3159","20161231083937"
"1387","Joyland:_A_hub_for_short_fiction","25262221","","2242","20170310202534"
"1388","Southern_Writers_Conference","25270408","","1423","20170121065301"
"1389","Fever_Dream_(novel)","25396861","","4997","20170310201651"
"1390","Kairosis","25479975","","3865","20161231084423"
"1391","Museum_Meermanno","25513830","","2956","20170310202103"
"1392","Dedication_(publishing)","25590689","","5024","20170310202602"
"1393","American_Sign_Language_literature","25641120","","6092","20170310202655"
"1394","Allied_Publishers","25662637","","2943","20170226200037"
"1395","Dalit_literature","25754047","","13121","20170310203002"
"1396","Blancandrin","25838458","","1005","20170310203240"
"1397","White_Dacha","25863236","","6667","20170310015949"
"1398","Anika_the_Warrior","25865302","","1985","20170305220500"
"1399","History_of_the_book","25866306","","1288","20170224235223"
"1400","The_Wonder_Effect","25888083","","2075","20170120024415"
"1401","Characters_in_The_Echorium_Sequence","26014873","","23718","20170204142451"
"1402","List_of_New_Testament_minuscules_(1001–2000)","26063956","","136981","20170305200850"
"1403","List_of_New_Testament_minuscules_(2001–)","26063984","","138694","20170305200850"
"1404","English_words_first_attested_in_Chaucer","26110249","","77031","20170309013008"
"1405","List_of_Irish_manuscripts","26118007","","10529","20161129210728"
"1406","Literary_fragment","26184869","","1016","20170121070448"
"1407","Microphotography_(literature)","26261786","","743","20170121070517"
"1408","English_Romantic_sonnets","26306034","","10414","20170215163412"
"1409","Divinatio_in_Caecilium","26313982","","1011","20170310205201"
"1410","Tulsa_Studies_in_Women's_Literature","26326735","","7425","20170310001217"
"1411","Story_Workshop","26343691","","5935","20170309013043"
"1412","Capital_Crime_Writers","26344377","","3505","20170121070546"
"1413","List_of_short_stories_by_Harry_Harrison","26360557","","9658","20161231090233"
"1414","Fox_at_the_Front","26471766","","10255","20170101233636"
"1415","Will_Grayson,_Will_Grayson","26533595","","18238","20170310205618"
"1416","Museum_of_Ivo_Andrić","26672045","","1503","20170310205954"
"1417","Bibliophobia","26877005","","1581","20170131233730"
"1418","List_of_genres","27052778","","94310","20170310211004"
"1419","Transportation_theory_(psychology)","27125272","","11442","20170112234925"
"1420","Bellevue_Literary_Press","27147376","","2622","20170226200043"
"1421","Organic_form","27179756","","8664","20161130055955"
"1422","ReadSpeaker","27201347","","3310","20170310211225"
"1423","Chreia","27405138","","4362","20170305231549"
"1424","Samay_Huasi","27686169","","3599","20170209051636"
"1425","Classic_book","27691317","","18849","20170131212826"
"1426","Penguin_Collectors_Society","27723056","","7601","20151231155459"
"1427","Nonsense_word","27724306","","2261","20170225021925"
"1428","Columbian_Institute_for_the_Promotion_of_Arts_and_Sciences","27763515","","31849","20170305233554"
"1429","Betrayer_of_Worlds","27884127","","1610","20170310221455"
"1430","International_Society_for_the_Empirical_Study_of_Literature","28060306","","4908","20170111175917"
"1431","Dionysian_imitatio","28266663","","5486","20170310234755"
"1432","Bytown_Mechanics'_Institute","28283499","","10908","20170202142507"
"1433","Atlantic_Books","28336596","","9352","20170306062705"
"1434","Blondell_Wayne_Tatum","28336941","","5262","20161201024112"
"1435","Eagle_Street_College","28354943","","1848","20161201024740"
"1436","White_Pine_Press","28376445","","3239","20170223123405"
"1437","Mashup_(book)","28497848","","9036","20170217110131"
"1438","NEOMFA","28541958","","3064","20170311004841"
"1439","Connotations_Society_for_Critical_Debate","28672710","","1255","20151125122432"
"1440","GrubStreet","28696890","","11508","20170224020322"
"1441","List_of_Clarion_Writers_Workshop_Instructors","28809748","","3616","20170210174350"
"1442","List_of_Clarion_Writers_Workshop_alumni","28809786","","2519","20170210174211"
"1443","List_of_Clarion_West_Writers_Workshop_instructors","28809870","","13952","20161201051806"
"1444","List_of_Clarion_West_Writers_Workshop_alumni","28809930","","2880","20170221073203"
"1445","List_of_Clarion_South_Writers_Workshop_Instructors","28809971","","1240","20160716142844"
"1446","Oberon_Press","28811922","","2579","20161231102436"
"1447","Start_Making_A_Reader_Today","28854735","","3829","20170111180009"
"1448","Involuntary_narrative","28885249","","3441","20161231102619"
"1449","Rütli_(literary_group)","28917341","","3141","20170109023156"
"1450","Firefly_Estate","28942548","","5198","20170310202948"
"1451","Májovci","28982888","","2274","20170130140637"
"1452","Tritagonist","28989035","","2546","20170311024015"
"1453","Die_Krokodile","29029452","","6871","20161128033450"
"1454","Chalcography","29052246","","1070","20170121072640"
"1455","AustLit:_The_Australian_Literature_Resource","29066734","","4137","20170301032822"
"1456","Graded_reader","29119780","","2976","20161209202320"
"1457","Scandinavian_noir","29150359","","10157","20170228065127"
"1458","Ashta_Nayika","29214621","","11781","20161201072733"
"1459","Société_littéraire_de_Liège","29433024","","1377","20170209075652"
"1460","American_Catholic_literature","29470657","","2155","20170210020847"
"1461","Metaphor_and_metonymy","29592335","","6958","20161201150506"
